id,first_name,last_name,specialty,hospital,phone
D0149,Céline,Blot,Psychiatrie,Clinique Tivoli,0233613696
D0150,Édith,Chevalier,Anesthésiologie,CHU Pellegrin,04 67 53 52 18
D0151,Luce,Noël,Chirurgie générale,CHU de Nantes,+33 4 87 52 31 24
D0152,Louis,Giraud,Psychiatrie,Hôpital de la Timone,+33 2 22 27 79 97
D0153,Maggie,Moreno,Psychiatrie,CHU Pellegrin,0470271774
D0154,Stéphanie,Paris,Dermatologie,Hôpital Privé Jean Mermoz,+33 (0)4 89 81 47 70
D0155,Bertrand,Tessier,Chirurgie orthopédique,Hôpital Saint-André,0223199867
D0156,Inès,Lenoir,Psychiatrie,Clinique Tivoli,+33 (0)6 29 35 97 82
D0157,Charles,Lebreton,Médecine interne,Hôpital Saint-André,+33 (0)4 84 18 20 37
D0158,Brigitte,Hardy,Infectiologie,CHU de Toulouse,+33 4 95 54 66 59
D0159,Bernard,Lefort,Dermatologie,Hôpital Edouard Herriot,0188518644
D0160,Monique,Descamps,Psychiatrie,CH de la Côte Basque,+33 4 79 19 25 46
D0161,Gilles,Valentin,Urologie,CHU de Lille,+33 (0)4 67 86 52 81
D0162,Madeleine,Leconte,Gynécologie,CHU de Nantes,04 94 05 42 35
D0163,Pauline,Vallée,Orthopédie,CHU de Nancy,+33 3 69 22 14 18
D0164,Pénélope,Gimenez,Médecine vasculaire,CHU de Strasbourg,+33 (0)4 81 92 96 22
D0165,Jules,Jacquot,Chirurgie générale,Hôpital de la Timone,+33 5 87 06 53 79
D0166,Roland,Chrétien,Néphrologie,Clinique Saint-Augustin,03 73 83 47 35
D0167,Margaret,Masse,Médecine palliative,CHU de Lille,06 35 46 88 62
D0168,Thérèse,Bourgeois,Médecine palliative,Hôpital Necker,+33 3 85 07 58 18
D0169,Claude,Denis,Gynécologie,CHU Haut-Lévêque,0230247826
D0170,Éric,Louis,Neurologie,Clinique du Parc,04 87 06 06 85
D0171,Noël,Collin,Endocrinologie,Clinique Pasteur,+33 (0)5 16 30 51 52
D0172,Guillaume,Morel,Endocrinologie,Hôpital Necker,0652779010
D0173,Pierre,Fabre,Pneumologie,Polyclinique de l'Atlantique,+33 5 63 14 34 10
D0174,Olivier,Humbert,Médecine d'urgence,Hôpital Saint-André,01 83 17 98 08
D0175,Hortense,Guillot,Urologie,CHU de Rennes,+33 4 44 60 95 39
D0176,Arnaude,Lemoine,Chirurgie orthopédique,CHU Haut-Lévêque,+33 (0)4 93 18 88 88
D0177,Alphonse,Perrier,Pédiatrie,Hôpital Cochin,01 73 65 40 51
D0178,Adélaïde,Guillot,Médecine d'urgence,CHU de Toulouse,+33 (0)4 79 20 58 52
D0179,Véronique,Merle,Médecine palliative,Polyclinique de l'Atlantique,06 95 22 17 04
D0180,Luc,Bertrand,Neurologie,Clinique Saint-Augustin,+33 1 72 54 86 87
D0181,Philippe,Da Silva,Gynécologie,Hôpital Robert Picqué,+33 4 38 50 54 15
D0182,Bernadette,Alexandre,Gastro-entérologie,Hôpital Pitié-Salpêtrière,05 32 52 77 58
D0183,René,Perez,Orthopédie,Hôpital Necker,02 28 69 28 45
D0184,François,Chevalier,Ophtalmologie,CH de la Côte Basque,0450479627
D0185,Adèle,Cohen,Pneumologie,Clinique Saint-Augustin,+33 (0)4 89 96 40 16
D0186,Aimée,Blanchet,Infectiologie,Hôpital Bichat,+33 1 56 29 70 21
D0187,Noël,Merle,Dermatologie,Hôpital Pitié-Salpêtrière,0494690927
D0188,Alexandrie,Guichard,Médecine palliative,Polyclinique de l'Atlantique,02 23 92 85 65
D0189,Manon,Lopes,Infectiologie,CHU de Nantes,+33 2 48 02 78 68
D0190,Georges,Charles,Neurologie,Hôpital Saint-André,0603947312
D0191,Dominique,Legrand,Chirurgie orthopédique,CHU de Nantes,03 24 71 55 18
D0192,Élodie,Charpentier,Gériatrie,CHU Pellegrin,0297258313
D0193,Sophie,Joly,Dermatologie,Hôpital Bichat,+33 7 70 58 95 78
D0194,Gilles,Raymond,Médecine du sport,Polyclinique de l'Atlantique,+33 (0)1 88 46 78 66
D0195,Valentine,Bruneau,Psychiatrie,Polyclinique Bordeaux Nord,+33 (0)2 54 51 77 85
D0196,Gilbert,Valette,Endocrinologie,CHU de Lille,+33 2 56 68 01 82
D0197,Thibaut,Gaillard,Néphrologie,Hôpital Robert Picqué,+33 4 74 35 84 14
D0198,Louis,Bousquet,Infectiologie,Hôpital Cochin,0254498182
D0199,Jeanne,Blin,Médecine interne,Hôpital Saint-André,+33 3 23 99 59 00
D0200,Édouard,Lambert,Ophtalmologie,Hôpital Cochin,0361969078
D0201,Stéphane,Clerc,Cardiologie,Hôpital Cochin,0699364710
D0202,Hugues,Besnard,Médecine générale,Hôpital Bichat,06 99 73 59 25
D0203,Michelle,Julien,Médecine palliative,CHU d'Angers,0546258815
D0204,Olivier,Turpin,Pneumologie,Hôpital Purpan,+33 (0)4 15 73 21 04
D0205,Alice,Chauvet,Endocrinologie,Hôpital Privé Jean Mermoz,03 84 25 95 32
D0206,Colette,Buisson,Physiologie,CHU de Nancy,08 04 70 16 87
D0207,Olivier,Fabre,Médecine palliative,CHU de Nantes,0175047974
D0208,Élise,Petit,Urologie,Hôpital Privé Jean Mermoz,+33 (0)5 79 24 56 50
D0209,Andrée,Roux,Néphrologie,Hôpital Xavier Arnozan,+33 4 94 84 16 87
D0210,Paulette,Dias,Gynécologie,Hôpital Purpan,0250216558
D0211,Aimée,Faivre,Gynécologie,Hôpital Saint-André,+33 3 55 98 68 00
D0212,Auguste,Dos Santos,Chirurgie générale,CHU de Nancy,0668729825
D0213,Juliette,Julien,Gastro-entérologie,Hôpital Saint-André,+33 5 36 94 95 88
D0214,Élisabeth,Camus,Médecine d'urgence,CHU de Toulouse,0670551694
D0215,Stéphanie,Pages,Pédiatrie,Hôpital Saint-André,+33 (0)6 64 99 30 97
D0216,Jean,Hardy,Chirurgie générale,CHU de Lille,02 78 30 91 30
D0217,Brigitte,Bouvier,Hématologie,Hôpital Bichat,02 85 63 68 97
D0218,Claude,Guyon,Infectiologie,Hôpital Edouard Herriot,+33 (0)2 62 83 85 78
D0219,Alexandria,Bouvier,Ophtalmologie,Hôpital Saint-André,+33 6 34 85 85 49
D0220,Christine,Olivier,Physiologie,Hôpital Edouard Herriot,+33 4 30 84 34 43
D0221,Marie,Fischer,Dermatologie,Polyclinique de l'Atlantique,04 71 75 84 41
D0222,Henriette,Labbé,Ophtalmologie,Clinique Tivoli,05 40 52 40 41
D0223,Adélaïde,Pichon,Chirurgie cardiovasculaire,Clinique Tivoli,0695338484
D0224,Guillaume,Nicolas,Urologie,Polyclinique de l'Atlantique,+33 3 81 08 33 01
D0225,Antoinette,Rémy,Psychiatrie,Hôpital Cochin,02 40 20 82 67
D0226,Christiane,Gilles,Neurologie,CHU de Strasbourg,+33 4 42 54 01 93
D0227,Élisabeth,Rousset,Chirurgie générale,Clinique Saint-Augustin,+33 (0)3 25 62 06 72
D0228,Océane,Charpentier,Chirurgie générale,CHU de Montpellier,+33 (0)1 41 49 91 54
D0229,Cécile,Clerc,Pédiatrie,CHU de Montpellier,02 58 87 43 15
D0230,Isaac,Foucher,Dermatologie,Hôpital Necker,03 88 20 54 93
D0231,Jérôme,Bourdon,Urologie,Hôpital de la Timone,05 65 85 16 12
D0232,Guillaume,Martel,Chirurgie générale,Hôpital Edouard Herriot,0384046374
D0233,Vincent,Hernandez,Anesthésiologie,Hôpital Bichat,+33 (0)3 90 53 01 74
D0234,Hugues,Lebon,Médecine générale,Hôpital Robert Picqué,0250459332
D0235,Christiane,Brunet,Urologie,Hôpital Privé Jean Mermoz,05 16 68 78 33
D0236,Maggie,Faivre,Anesthésiologie,Clinique Saint-Augustin,+33 (0)6 08 51 91 08
D0237,Corinne,Renaud,Médecine générale,Hôpital Cochin,+33 3 20 58 71 39
D0238,Claudine,Robin,Orthopédie,Clinique du Parc,01 79 72 86 79
D0239,Bertrand,Vaillant,Chirurgie orthopédique,Hôpital Purpan,04 66 06 40 39
D0240,David,Lambert,Pneumologie,CHU de Toulouse,04 85 18 01 70
D0241,Sébastien,Lejeune,Médecine vasculaire,Hôpital Saint-Louis,+33 2 61 65 67 66
D0242,Édouard,Normand,Médecine vasculaire,Clinique Tivoli,+33 4 87 12 86 82
D0243,Nathalie,Hubert,Cardiologie,Hôpital Pitié-Salpêtrière,+33 (0)1 48 47 86 86
D0244,Valentine,Rolland,Chirurgie cardiovasculaire,Hôpital de la Timone,+33 6 34 52 43 10
D0245,Suzanne,Peltier,Neurologie,Clinique Tivoli,01 45 33 11 90
D0246,Caroline,Joseph,Gastro-entérologie,Hôpital Robert Picqué,+33 (0)3 82 06 73 83
D0247,Olivie,Diallo,Hématologie,CH de la Côte Basque,+33 (0)2 69 84 39 59
D0248,Joséphine,Leleu,Orthopédie,Hôpital Bichat,0376428364
D0249,Robert,Bonnet,Oncologie,CHU de Strasbourg,+33 5 65 87 05 68
D0250,Timothée,Grenier,Dermatologie,CHU de Strasbourg,05 55 24 62 87
D0251,Olivier,Jean,Psychiatrie,Clinique Pasteur,0276708668
D0252,Éléonore,Lucas,Radiologie,Polyclinique Bordeaux Nord,03 81 43 51 75
D0253,Éric,Regnier,Pneumologie,CHU de Dijon,+33 1 77 46 99 01
D0254,Laurent,Samson,Gastro-entérologie,Hôpital Privé Jean Mermoz,+33 6 95 35 40 33
D0255,Nicole,Lemaire,Radiologie,CHU de Montpellier,03 81 93 63 85
D0256,Philippine,Carre,Médecine palliative,CHU de Rennes,06 37 85 44 58
D0257,Colette,Turpin,Hématologie,CHU Pellegrin,+33 (0)6 45 35 56 09
D0258,Matthieu,Traore,Urologie,CHU de Dijon,+33 1 45 48 99 64
D0259,Honoré,Pierre,Gastro-entérologie,Hôpital Purpan,0371693785
D0260,Pierre,Ledoux,Médecine vasculaire,Clinique du Parc,07 67 25 22 87
D0261,Julien,Allard,Neurologie,CHU de Strasbourg,+33 (0)1 60 10 06 23
D0262,Daniel,Neveu,Orthopédie,CH de la Côte Basque,+33 1 41 38 75 09
D0263,Lucie,Martineau,Neurologie,CHU de Strasbourg,07 40 08 86 00
D0264,Éléonore,Mace,Neurologie,CHU de Nancy,0438086211
D0265,Édith,Gérard,Gastro-entérologie,Hôpital Xavier Arnozan,+33 3 52 98 45 46
D0266,Édouard,Besson,Médecine générale,Hôpital Purpan,06 34 93 34 10
D0267,Éric,Lebon,Chirurgie cardiovasculaire,Hôpital Robert Picqué,05 18 87 00 21
D0268,Colette,Gay,Oto-rhino-laryngologie,CHU de Toulouse,0236803397
D0269,Richard,Lambert,Gynécologie,Clinique du Parc,+33 (0)4 32 89 02 50
D0270,Marc,Coste,Chirurgie orthopédique,Polyclinique de l'Atlantique,+33 5 45 14 29 39
D0271,Victoire,Perrier,Médecine générale,Hôpital Edouard Herriot,0531218501
D0272,Bernadette,Grondin,Néphrologie,CH de la Côte Basque,+33 (0)4 83 99 96 50
D0273,Luce,Maillard,Médecine interne,Hôpital Bichat,07 63 58 66 29
D0274,Margaud,Gillet,Infectiologie,Hôpital Saint-André,+33 (0)4 50 31 14 26
D0275,Michèle,Couturier,Dermatologie,CHU de Rennes,+33 5 34 55 11 04
D0276,Capucine,Alves,Endocrinologie,CHU de Dijon,0241212678
D0277,Frédérique,Blanchet,Médecine générale,Hôpital Saint-André,02 41 01 58 19
D0278,Joséphine,Germain,Cardiologie,CHU de Toulouse,01 43 46 61 83
D0279,Henriette,Dijoux,Médecine du sport,Hôpital Xavier Arnozan,+33 5 19 22 44 47
D0280,William,Andre,Chirurgie orthopédique,CH de la Côte Basque,+33 5 82 46 47 15
D0281,Philippe,Hoarau,Ophtalmologie,CHU de Nancy,03 54 71 24 06
D0282,Xavier,Legendre,Pneumologie,CHU de Nantes,04 77 75 69 24
D0283,Tristan,Marion,Oto-rhino-laryngologie,Hôpital Necker,+33 6 95 52 65 47
D0284,Hortense,Berger,Gastro-entérologie,CHU Pellegrin,0517465193
D0285,Jeanne,Morvan,Neurologie,Clinique Tivoli,+33 1 53 73 74 16
D0286,Margot,Didier,Physiologie,CHU de Strasbourg,+33 4 63 34 26 61
D0287,Caroline,Joseph,Oto-rhino-laryngologie,CHU de Strasbourg,05 47 88 68 05
D0288,Martine,Regnier,Orthopédie,CHU de Nantes,+33 (0)2 45 35 29 09
D0289,Madeleine,Labbé,Pédiatrie,CHU de Dijon,04 78 61 01 43
D0290,Danielle,Letellier,Oncologie,Hôpital de la Timone,+33 6 05 67 98 25
D0291,André,Guillet,Gastro-entérologie,Hôpital Xavier Arnozan,+33 (0)4 50 61 12 54
D0292,Zacharie,Pineau,Endocrinologie,Hôpital Xavier Arnozan,+33 6 99 57 17 75
D0293,Daniel,Ribeiro,Pédiatrie,Hôpital Purpan,+33 (0)2 48 05 12 38
D0294,Jérôme,Courtois,Oncologie,CHU de Strasbourg,+33 4 78 86 73 62
D0295,Julien,Riou,Médecine vasculaire,CHU d'Angers,05 40 09 37 96
D0296,Amélie,Thomas,Infectiologie,Hôpital Saint-André,+33 3 59 41 91 82
D0297,Aimée,Germain,Médecine interne,Clinique Pasteur,+33 6 33 14 78 59
D0298,Amélie,Bourdon,Gynécologie,Clinique du Parc,02 48 55 79 24
D0299,Laetitia,Maury,Psychiatrie,Clinique du Parc,+33 (0)2 58 51 34 12
D0300,Alix,Lemonnier,Neurologie,Clinique Pasteur,+33 5 33 69 29 66
D0301,Julien,Coulon,Médecine du sport,CHU de Nantes,+33 3 21 74 22 57
D0302,Laure,Vincent,Médecine interne,Polyclinique de l'Atlantique,0141723688
D0303,Marcelle,Costa,Endocrinologie,CHU de Montpellier,07 66 77 21 90
D0304,Stéphanie,Samson,Médecine d'urgence,Hôpital Xavier Arnozan,+33 4 44 04 38 42
D0305,Renée,Albert,Médecine vasculaire,Hôpital Bichat,02 47 91 48 58
D0306,Valentine,Boulay,Psychiatrie,Polyclinique de l'Atlantique,+33 (0)5 90 83 61 34
D0307,Arthur,Lebreton,Ophtalmologie,CHU d'Angers,0487171339
D0308,Marie,Marty,Médecine palliative,Polyclinique Bordeaux Nord,03 20 92 33 09
D0309,Adèle,Rossi,Médecine interne,Hôpital Necker,0322544948
D0310,Margaret,Gauthier,Cardiologie,Polyclinique Bordeaux Nord,+33 5 56 04 22 32
D0311,Michèle,Lebrun,Médecine d'urgence,Hôpital Bichat,+33 5 36 72 94 66
D0312,Catherine,Sanchez,Anesthésiologie,CHU d'Angers,+33 (0)5 49 84 57 75
D0313,Inès,Bernard,Médecine vasculaire,Hôpital Necker,+33 (0)6 33 51 86 36
D0314,Valérie,Lecomte,Médecine palliative,Clinique du Parc,04 20 54 58 92
D0315,Geneviève,Vallée,Infectiologie,CHU de Nancy,0175017012
